,Reviews,Ratings
5207,"I couldn’t have asked for a better model. Having searched for over 20 different models spanning 5 brands, it didn’t take me a second to finalise Zebronics BT 4440 speaker. For my budget, for my room, this is a PERFECT FIT! On top of that this model had over 35k reviews, gotta be a HIT! And undoubtedly it is!!!! That tripping bass, apt balance of the treble and fundamentally superb sound is just #Majedaar!! Its compact being a 4.1 model. True Sound Monster!! Can’t wait to try on the Dolb...READ MORE",5
5208,Its a average product do not compare with brand speakers. I will give this sound clarity (3.8). And the bass its not you enjoy but its ok i will give the bass quality (3). And especially the design is very good. I will give the rate (4).  I have to tell you something. its not you like the other home theater it an average product.  But its ok for the family.READ MORE,4
5209,I was searching for a budget range home theater and really this one is superb for me best bass with best sound quality...😍 Don't think just go for itREAD MORE,5
5210,"Good quality..Bass of sub woofer is not high, not low.... Perfect for home users, bt not suitable for big party...Sound does not cracks at max. Volume...Good finish..Bluetooth streaming works fine...Good soundsystem at this priceREAD MORE",4
5211,"Excellent product in budget .i m loving it.i prefer this for who is finding home theater for his L.E.D ,laptop or computer ,READ MORE",5
5212,"Writing this review after using 4 days.. No doubt its best sound system under this price segment. Let me tell u first, over all in this price segment this intex 4.1 channel home theater is super good. Really impressed with the sound 🔊 quality and Bass is very high. What more can u expect at this price. After all its brand intex.Over all you can buy this product with no doubt. You will get all necessary features. CONNECTIVITY FEATURES ***Bluetooth (10 m. Rang) Aux cable (you can connec...READ MORE",4
5213,Its good in this price range but if you are looking for a high definition sound clarity so this is not for you and as of its cost it is best as per my opinion. one thing more bluetooth range is only 5 to 6 mts so keep this in mind before choosing this.READ MORE,4
5214,Brilliant excellent performance thank you Flipkart  I am use 10 days super productREAD MORE,5
5215,Nice product. Bluetooth connectivity are very good and long distance. This speaker is suitable for small rooms in very nice experience. In this price very best quality. Very small product but sounds unbelievable. Sound very clear and good. 1 sub woofer 15 w4 satellite speakers × 10 w = 4 wSo Total 55 w 4.1 HOME THEATRE SYSTEMREAD MORE,5
5216,"Ordered this and next day delivered (Rs.1699.00)Flipkart packaging is not good in this item only a poly pack but delivered without any damages and got recently manufactured product Oct/2020.About this product:1) Subwoofer Bass 5/52) Satellite speaker 3/5Sound is good but it is mentioned 10 X 4 = 40 watt, it sounds like total output of  about 10-15 watt only except subwoofer not because the speaker but inbuilt circuit board. Although this home theatre's sound is enough for me (12X10 room...READ MORE",5
5217,Nice product. Nice sound. The advantage is it have led light and 4 speakerREAD MORE,5
5218,Completely mind blowing speaker more than my expectations and pocket friendly I'm very satisfied with the sound quality.... Very good all features work perfectly and fluent..!!READ MORE,5
5219,An average product which gives a decent output. Dont expect above average. As i also have a Intex 4.1 which is a old one bought before 10 years which is producing a good bass and sound output. But this product is just like a speaker box..If u want a normal speaker with a minimal bass go for it.If u want a home theater effect dont go for it.While taking the price into consideration the speaker is good for the amount.READ MORE,3
5220,Best buy in low budget. Sound quality is not that great however sound clarity is pretty good. I recommend to put some more money and get a good quality sound system if you are a music lover. It's good for people with low budget who are ok with so so sound system clarity. The material used is low quality so eventually you have to replace your system may be in a year or two.  All functions mentions work perfectly fine.  Good for your bedroom. Not recommended for living room.READ MORE,4
5221,It's an Awesome Product at Reasonable price and Affordable cost ; Sounds good and provides excellent Bass and Treble ; Need to be positioned properly to have the best Sound Effect.Thankyou Flipkart.READ MORE,5
5222,"wonderful in low voltage also comes good sound, base also nice as expected blutooth connectivity is wellREAD MORE",5
5223,Great Value for money !! Good product + Great sound + Good Bass + Bluetooth + USB + InBuilt EQ + FM Nice work #PHILIPS .. Thanks Flipkart :) for delivering it ...READ MORE,5
5224,Nice product with stylish and with nice sound.. thank you Flipkart.READ MORE,5
5225,beautiful product! rebuilt my faith in Phillips. plays well all feauters and functions work perfect.  suitable for all genres... I played psytrance and bhajjans both as a satisfactory output.  must buyREAD MORE,5
5226,"best product ,,i got in rs 2999/- ,,, Philips is a well known brand ,, perfect crystal clear sound ,, base effect is impressive not much high but sufficientREAD MORE",5
5227,"Good productThe best thing in this home theatre is bass, wonderful sound quality and good remote control, the big wire of home theatre help to attach anywhere.READ MORE",5
5228,"giving review after 1yr of use...awesome product with aux, fm, card-reader n Bluetooth connectivity with remote control. superb bass but not dolby digital feeling, perfect sound for a big hall, build quality is decent but it's look is average. I am totally satisfied.only thing is it's Bluetooth is of quite low range with light interruption.After 2yrs I am facing connectivity issue sometimes.READ MORE",4
5229,Awesome......I got it for 3550 in sale and m surprised by it's performance ... terrific sound quality and clarity...nice bass and love it's slim look....At this price point it is perfect buy just go for it.Bluetooth range is also good and strong FM connectionREAD MORE,5
5230,Sound is very comfortable for ears even in higher volume. Bass is good. Speakers have nice clarity that even the keenest music effects can be heard clearly. Nice work Phillips.. consistency of class...READ MORE,5
5231,"This is a very good hometator, its sound and bass both are of good quality. Thank u ♥️ soch much.READ MORE",5
5232,Op sound very pure sound but in full sound bass is not so good thats why I will give 4 star I requested that pls improve bass quality okh. Then people like it and ordered this product ok thanks I kall 💚💚❣️❣️💗💗💞💞💕💕READ MORE,4
5233,Bass is good bass is good sound quality is good rgb light good delivery boy is very very very goodREAD MORE,4
5234,bastbast l kall666 BluetoothHomeTheatreREAD MORE,5
5235,NiceREAD MORE,5
5236,GoodREAD MORE,5
5237,Awesome product thanks you flipkartREAD MORE,5
5238,Nice lookREAD MORE,3
5239,Awesome but sounds quality is very badREAD MORE,4
5240,"Very good product, grate flipkart thanks ❤❤❤❤❤❤🙏🙏🙏🙏🙏🙏READ MORE",5
5241,I'm goodREAD MORE,3
5242,Nice prodaktREAD MORE,5
5243,not badREAD MORE,3
5244,superREAD MORE,5
5245,SuperREAD MORE,5
5246,Good product..bt woofer more heat.READ MORE,3
5247,it is very super experence and easy to connect with tvREAD MORE,5
5248,Good for room usageREAD MORE,4
5249,Nice but no inbuild Bluetooth connectivity.READ MORE,5
5250,soundREAD MORE,3
5251,"First impressions : The sound is okay for the price, nice bass. Good for small/medium sized rooms. The diaphragms are exposed, so there is a chance of getting them damaged if handled carelessly. Try to put them far from the reach of kids Bluetooth connection is easy, fast and reliable. It comes with an AUX to RCA cable, so if you dont want to use bluetooth you can use it.READ MORE",4
5252,sound wise its ok product.. 4 speaker produce very less sound.. bass is ok (not much).It can be good for small room but definitely not for hall. I didn't feel thrilling while watching movie on tv with this sound. The only thing which impressed is bluethooth connectivity.READ MORE,3
5253,Nice quality 👌. Sounds really good and bass is also good 👍. Must go for it 👍😀1. The bass is 4.5/52. The sound quality 5/53. Connectivity 5/54. Remote control is awesome 👌READ MORE,4
5254,Really really Satisfied.. I wasn't expectingthis superb sound quality in this price range.. But to my pleasure wht a heart touching and satisfying Sound Quality and Base.. Honestly I m in love with it❤️❤️.. If u r looking for best quality loud sound at this price.. Don't think Just go for this one..READ MORE,5
5255,"Wow man.....It is giving a tough competition to JBL speakers,it's sound is just awesome and the pure bass feels like you are in a disco.READ MORE",5
5256,Awesome product awesome bass awesome design overall awesome product in that price range I will give that 5 star out of 5READ MORE,5
5257,"It seems I like the product ,in this price it's totally worth it,but when it's come to the bass😕.....u can understand from this ..but finally product is nice as it have 1 year warranty and all other fuction like bt,aux,and all that....I have used it and suggest in this range of price it's awesomeREAD MORE",3
5258,In this price the home theater is excellent  Good sound  Good bass  Good bt range Good build quality   Clear sound  Thankyou flipcart for this deviceREAD MORE,5
5259,"After a week usage i am writing this review, Pros,Sound quality is good4 mini speaker is awesomeBass is nice and enough for a big houseLength of mini speaker's wire is good.Bluetooth connectivity is just in seconds.ConsThe bass box is completely exposed so should placed and handled carefully else possibility of damage is highThe mini speaker's are also like open type so easily gets dust and cleaning will be very cautious.Only this cons, i never tried FM  bcoz other than FM i have ...READ MORE",5
5260,Beautiful Speakers Bass is Good Sound is Good Small Size Great Price Must Buy For Small Size Area RoomREAD MORE,4
5261,"I bought this product and used for one week and here are my points below.1. Build quality is very good and strong.2. Looks are very good, feels very expensive item.3. Bass is very good and deep, Treble is not so effective but does the job4, All connectivity options like - TV,  Bluetooth, USB/Pen drive plugin.5. Inbuilt FM radio available6. Remote is available and operation and setup of the set is very simple.7. Inbuilt equalizer available - Classic/Rock/Pop/ Club Etc.8. The connectiv...READ MORE",4
5262,"Product is good ,Base is good and smooth.just buy it and enjoy. They are ready to replace the product if you find any problems.READ MORE",5
5263,good product as per price........READ MORE,5
5264,Nice productREAD MORE,4
5265,Good qlty....😍READ MORE,4
5266,Gjb bassREAD MORE,5
5267,really nice sound quality is better in this price. I amREAD MORE,5
5268,best productREAD MORE,5
5269,super 🥰🥰🥰awesome product in  best Pricedelivery also come fastREAD MORE,5
5270,Very nice  Bass and soundREAD MORE,5
5271,"Wow, excellent Bass & Super Sound Quality, Highly recommend for every Bass lovers. Thank u Philips and Flipkart 🎆🎉🔥💪READ MORE",5
5272,"Good product from my side. Very good clear sound quality , Bass is very well and best sound surrounding. Go for it.....READ MORE",4
5273,Speakers are good but it needs three 3.5 mm jack to rca port to have that 5.1 CH effect on PC or DVD  subwoofers not best but its good at this price There is a cons The rear speaker wire length is not much longer even for short room but over all it's decent speakers at this priceREAD MORE,4
5274,"Bought this product from vijay sales, this is just Awsome, people who love bass explode will love it, although the overall sound is best in its class. It is best suitable for home theater as wellThe best part is this system is very easy to use, no rigidity in connecting wiresBluetooth is quick to connect with your phone & quality is AwsomeRadio also works wellIt plays usb drive as well & there is micro USB card also which I haven't triedREAD MORE",5
5275,Super amazing sound.. Looking gorgeous design by Philips.. Its support Dolby atoms & super heartbeat bass... Even i didn't seen like this product from compare to another company product.. I think hopefully everyone should enjoy with this product.. If anyone what to BUY this product u can happily buy this & enjoy share to others like u r friends & etc... Thank you philips.. Keep going on.... That images are 100% real with packing & after packing.... No edit's... Thank you everyone....READ MORE,5
5276,it has good  Cristal clear soung with good thumping bass.but it also have some limitations..the build quality is good but the way woofer is installed with simple screw is not good..high bass slowly could loose the screw.it could be more better..And the second con is that if u go 70% plus volume with high bass then voice get distorted.but about 60% to  50% volume it sounds better with good bass..if u place the all satelite speaker and woofer in proper place as mentioned in user installation m...READ MORE,4
5277,"Bought it from a local store . Bass is very very deep. My floor is literally shaking even in half woofer volume !! After hearing for half an hour in 2/3 of woofer power level my chest started paining !! Bluetooth is lightning fast and Awesome sound clarity !! Lots of option provided in the remote .. you can individually adjust the power level of front, surround and center channel speaker and woofer .. You can enjoy FM and also play from USB, SD card. Really happy with the product :)READ MORE",5
5278,Good Enjoying a lot. Phillips is Quite Remarkable Brand. So much Happy to Purchase at Flipkart in a Affordable Price... Thanks Flipkart... You can term as Flipkart Assured Product...READ MORE,5
5279,"Awesome experience heart beat bass...Bluetooth connection good,  overall 10/10 home sutable for bass boosted  8inch sub woofer bass lover 100% like it ,im using last 10days very good experience like theater feel.READ MORE",5
5280,"good features at reasonable price ... bluetooth connectivity,base, surround ,individual volume control and usb connectivity everything too great ..very happy with this productREAD MORE",5
5281,Really so much happy and satisfied that not getting proper words to express my feelings emotions etc..such a nice fantastic sound system that also in such a low budget price..aewsome deal..just blindly go for it to grab it before get stock out..after getting it my collection of words became stock out..such a nice product which will make you also speechless...giving 6star out of 5star..READ MORE,5
5282,I am using this product above 2 years. Still working fine. Best for music(4.2/5) not best for movie(3.4/5) . Need some quality in speakers. But the price point best value for money 💸💸.READ MORE,4
5283,Good quality product at this range 👍🏻READ MORE,4
5284,Amazing performance 👍👍👍 very good product but delivery is a little delayed.      But value for money 👌READ MORE,5
5285,Awesome soundREAD MORE,5
5286,Very goodREAD MORE,5
5287,"Good product, nice and loud sound, very good bass,READ MORE",5
5288,It is so nice productREAD MORE,5
5289,Lo  bassREAD MORE,1
5290,Good product superb value for moneyREAD MORE,5
5291,"it's awesome quality, worth for money, super bass, super bluetooth connection, good surrounding and long wireREAD MORE",5
5292,Its best not only good more than best volume and bass bass completely like a dj. Very nice productREAD MORE,4
5293,"Poor sound quality.There is no manual bass and treble control.If you're a music and sound lover please Dont go for this.My old 2.1 iball tarang was far better when compared with this product.Its waste of money, once we bought means there is no option for return and refund only replacement option is there, so keep in mind dont get into the trap.If we pay 1000 more means we will good speakers from other brands.Before purchase i also red all tge reviews,but believe me if you are really loo...READ MORE",1
5294,Nice asm wow product is good I love itBut.......READ MORE,5
5295,"Dear All, Recently I purchased the product from flipkart on August. IF you want these all features from brands then you must ready for invest minimum 5k. I got this product only Rs 3k. I am too much interested for the baas sound which excellent on this product just like boom boom  and fully remote control with sleep mode , Baas control all satellite speaker sound control etc. Finally I want to say just go for this if you are a baas lover.READ MORE",5
5296,"Awesome sound and good clarity sound source, Zebronics you are the best products. I hope u will be good in upcoming products. Thank you Flipkart.READ MORE",5
5297,Best product. very good bass. fm is very top clear sound ..zebronics is very good ...READ MORE,5
5298,"Good product. Value for money but at full volume speakers crying a bit Pros:- Bluetooth, 5.1 channels, stylish design, average bass.Cons:- a bit low on volume but it is great for price, best buy below 3kREAD MORE",4
5299,Nice product classy design and good sound quality that makes this 5.1 hometheater awesome at this price of rangeI was looking for Cell With remote but no cell inside remote. But overall great product 5/5.Thank you flipkart for such an amazing dealREAD MORE,5
5300,Good bassREAD MORE,5
5301,Not satisfied.READ MORE,1
5302,From last 2days not workingREAD MORE,2
5303,"Great Bass nd crystal clear sound, value for moneyREAD MORE",5
5304,This is osm home theatreREAD MORE,5
5305,PerfectREAD MORE,5
5306,Very bad product...Sound quality is very harmfulREAD MORE,2
5307,Sounds system poorREAD MORE,1
5308,"Mindblowing Awesome bass, just Boom the Room with this High power 105 watts Rms value Home theater,designed by Zebronics with Awesome led lights and beautiful sound. Just Grab it all and sprinkle your life this Diwali by this beautiful Home theatre designed by Zebronics team.Thanks ZEBRONICS AND FLIPKART form making my Diwali 2019 Awesome.READ MORE",5
5309,"Awsome audio quality ,bass quality is good and  beautiful Luck I love it. Thanks Zabronics and Also flipkart....READ MORE",5
5310,"I bought it for my father as an anniversary gift. first of all he had no faith in online purchase of anything, no one has in my family. But after using this product ,I think his faith level increased for sure ...He is loving the sound ,the look , the lights ... Grt product..thank you flipkart for giving me this confidence to buy things even for small towns and villages..😘READ MORE",5
5311,i am writing review after 3 month of use sound quality is good... Bluetooth working fine... lighting is good ..When sound is high Led light will glow... only issue is it is big in size ..so its takes lots of space .. otherwise everything is good... worthREAD MORE,5
5312,Just Beyond Expectation ! 🤩i) Terrific Sound Quality.ii) At this price the bass of the speaker is enough to make your room shake.  iii) Those stunning led lights make your surroundings perfect for dancing. iv) Enough long wire for each satellite speakers.v) Fast delivery. Received the product within 2days of ordered. vi) If you are looking for a low-lost 4.1 home theater with room shaking bass and terrific sound quality and with stunning led lights then without any second thought you c...READ MORE,5
5313,"No other choices... Please buy it.. Superb and high bass for a homeAmazing and outstanding performance... High bass, superb treble... Light is amazing ..If you’re someone who loves calming lights with the sound you’ll love Indie. Indie is a 4.1 speaker which has an LED display and comes with multi connectivity options like BT/SD/USB/MMC cards with an AUX support. With splendid design there is also musical LED lights to entertain you completely. It comes with an in-built FM and a fully functi...READ MORE",5
5314,"I first big thank flip cart. Because very soon delivery and boxing quality awesome work. Then, Zebronics home theater speaker WOW amazing design and sound quality.Sumart TV big support and beautiful sound. Then, inbild FM super and Bluetooth useful in mobile connect. So thanks. I highly recommended this Home theater.READ MORE",5
5315,"I am writing review after using it one month mind-blowing experience super home theatre from zebronics excellent bass full clear sound amazing led lights effects ,if you want to buy home theatre please go for it.👍READ MORE",3
5316,I am out of words. I am completely satisfied with the product and recommended my uncle to buy the same and he ordered as soon as he listened to this Home theatre. I give 100/100. Delivery is swift fast. Flipkart is awesome like alwaysREAD MORE,5
5317,this is very bad product and i have received damaged product but my return request is not acceptedREAD MORE,2
5318,love the clarity very very much super at this cost love it tks flipkart as well as tecniaREAD MORE,5
5319,Nice product in this price & bass is also good in this price range.... Bluetooth is also available so can enjoy by using your phone Bluetooth.READ MORE,5
5320,The Pitch and sound was so good... I expect the bass too much but the reality is medium than as i want... The design is very nive with blue coloured LED light...  I'm so happy with this product... Thanks for your wonderful product... 🎬🎬READ MORE,5
5321,good and best sound and bassREAD MORE,5
5322,The thing is what i expect is not given..This thing is ok and u can't expect more in this price..plastic build of speaker is very bad..by looks it is good but after doing contact with it u will not satisfy..the souon quality of speaker is not good and too high and subwoofer doesn't boom that type of bass..So u can understand what i want to say..u can better go for tecnia 506..hit a like if u understand what i conveyed.READ MORE,2
5323,"the sound is too low and doesn't give a 5.1 quality. most suffered thing is that the satellite speakers wires are too short to put them in ur room for surround sound. better to buy a 2.1 branded speaker than this type of 5.1. the only thing that good with this is that it comes with Bluetooth connectivity, which is also performs goodREAD MORE",2
5324,very good speaker and good bass the volume is very good and lound at this price point it's a very good productREAD MORE,4
5325,very very nice boffer in comparing the price I loved it so much and the bass is to nice I have been a great fan of itREAD MORE,5
5326,"good product, good sound, perfect this range, i am happy this performance.READ MORE",4
5327,Unbelievable product thanks to Flipkart and tecnia company who produse this amazing home theater sound quality is excellent bass is superb and design almost good once again thank you Flipkart and tecnia companyREAD MORE,5
5328,Nice product good sound qaulity is good bass is good nice productREAD MORE,5
5329,Good product in this priseREAD MORE,4
5330,It okREAD MORE,3
5331,Nice productsREAD MORE,3
5332,Good productREAD MORE,4
5333,GoodREAD MORE,5
5334,Recieved good product thanks flipkart 🤍READ MORE,5
5335,Very very goodREAD MORE,5
5336,NiceREAD MORE,5
5337,Very poor productREAD MORE,1
5338,"I am not a tech geek but when it comes to speakers I am a greedy person who wishes to afford all the audio effects for less price. All my efforts paid me well as I finally found the perfect 4.1 speaker for my house. I like the audio especially the movie watching bass effects due to its wide 4 inch subwoofer and 60W RMS loudness. The BT 5.0 version gives an awesome connection and the minimum 10 meters of range is for sure. Apart from the terrific performance, the multi connectivity and easy co...READ MORE",5
5339,"I looked for a good 4.1 speaker for my TV and my dad was looking for a speaker with FM. Now with this speaker, we both are satisfied as I have connected my tv to the speaker and my dad can easily listen to FM with just a press on the speaker remote. Moreover I can also connect the speaker with my laptop’s BT and watch movies too. Best speaker for multipurpose connection and usage. Design and aesthetics are just killing. Overall audio and crystal clear vocals are a real advantage for this spea...READ MORE",5
5340,"I am a homemaker, though we have bought the speakers for our TV, I mostly tune into FM radio and work on my mid day house chores. Clear cut FM radio channels without disturbance. I really like the Bluetooth option as wherever I take the mobile within my house, I am always connected to the speakers without problem. Sound quality and build quality are both equally balanced without compromise. Remote control is compact and fulfills all the settings / functions.READ MORE",5
5341,"After using in more than a day, good sound is coming from the woofer. The more you increase the volume the good sound and music is coming from the woofer. Comparing with other big budget woofer, this one is better at a very low price.READ MORE",1
5342,Awesome productREAD MORE,5
5343,Good qulatyREAD MORE,5
5344,The speakers are amazing it give me a best effect with bass nice one.READ MORE,5
5345,SuperREAD MORE,4
5346,Got in love with it.. Placed at home..with Ramayan loaded pen drive. Parents love listening the voice at 15-20 volume speed.Really worth money..Enough for a room of 15X12.( If you want to do loud party...then one should go for hiring DJREAD MORE,5
5347,Nice and quality productREAD MORE,4
5348,Awesome sound... Nice design and very comfortable... Clear voice... Love it...READ MORE,5
5349,"Sound quality is good and loud ,  but you can't get same bass when you using at set top box , but it's ok TV purpose .. only positivity is it has Bluetooth and radio.. Although Radio is not working in rural areas, due to bandwidth.. When you connect it through Bluetooth or usb , it's sound different and more crystal clear , bass is good ,much louder .. overall it's a multimedia speaker .. but chords length are too short ..READ MORE",5
5350,Overall it is good I like this product.And if you are looking for just Normal  volume with good base it will be good for you.READ MORE,5
5351,"Simply Amazing.. I love the bass and sound is very clear . It's Bluetooth connectivity is rapid . Amazing product ,thanks to FlipkartREAD MORE",5
5352,"i love this home theater ❤️❤️ fanatic sound system 👌👌 superb bass , superb Quality , very good price to buy , superb 👌😊READ MORE",5
5353,Awesome product clear sound quality cool look ..... I like itREAD MORE,5
5354,"the intex sound is very good i ordered it twice after usinggo for it if u r a music lover ,,it is pocket friendlyREAD MORE",5
5355,"the sound is pretty good , bass could have been better.max sound is 30 , but bass is only good till 20-22.READ MORE",4
5356,"good in less price ...if you are music lover go for sony ,i am using sony and intex , i am admire to sony quality and soundREAD MORE",4
5357,"Everything is good about this product. Good sound quality, decent bass for a small gathering of 10-15 people. Also the sound is more when aux cable is being used. But with bluetooth also the sound is 👍. But i gave four stars just because of the remote. Dont expect it to work. But without the remote also works fine. @2500 i found it a hassle to exchange it just for a remote. Go for it 😀READ MORE",4
5358,Awesome Speakers thank you so much Flipkart for the good quality product and thank you phillips...READ MORE,5
5359,"Value for money. Bass is good, Bluetooth range is also good within 15meters long. Design is awesome, ALMOST GOOD PRODUCT FOR RS.3800.. THANK U PHILIPS FOR BEST PRODUCT AT BUDGET PRICEREAD MORE",5
5360,Worth it..READ MORE,5
5361,Great sound quality great bass and great clearity....thanks Flipkart and PhilipsREAD MORE,5
5362,Very very nice👏👏😊😊😊READ MORE,5
5363,Sond quality low bass is to low overall not bad not good .same price zebrranics better.READ MORE,3
5364,Received one week before. Overall performance is good. Length of the Cable for rear speakers are short.Best product at this price range.READ MORE,4
5365,very good product....nice bass and speakers sounds.but connect to Bluetooth sound quality low then otherwise over all goodREAD MORE,5
5366,SuperREAD MORE,5
5367,Sound quality is goodREAD MORE,4
5368,Awesome product.... just close ur eyes n buy it if U wish to buy something like thisREAD MORE,5
5369,Good qualityREAD MORE,5
5370,Very nice Paisa vasoolREAD MORE,5
5371,Nice 🙂 productREAD MORE,5
5372,GoodREAD MORE,4
5373,Good productREAD MORE,5
5374,Bad itemREAD MORE,1
5375,NiceREAD MORE,5
5376,SOUNDS QUALITY IS GOOD AND BASS QUALITY IS ALSO VERY GOODREAD MORE,5
5377,Very bad productREAD MORE,1
5378,Super 😘😘READ MORE,5
5379,Very good and easy to use sound system and it costs very low best in class home sound system must buy it if looking for a sound system go for itREAD MORE,5
5380,"It offers easy installation, compatible with all my devices and connects quickly. Gives good sound effects and sufficient battery run timeREAD MORE",5
5381,nice productsREAD MORE,4
5382,worst product... don't buy sound quality very badREAD MORE,1
5383,very nice product love you FlipkartREAD MORE,5
5384,goodREAD MORE,4
5385,good productREAD MORE,4
5386,very goodREAD MORE,4
5387,so badREAD MORE,1
5388,this product remote not workingfire in circuit boredREAD MORE,1
5389,"Wow, excellent Bass & Super Sound Quality, Highly recommend for every Bass lovers. Thank u Philips and Flipkart 🎆🎉🔥💪READ MORE",5
5390,"Good product from my side. Very good clear sound quality , Bass is very well and best sound surrounding. Go for it.....READ MORE",4
5391,Speakers are good but it needs three 3.5 mm jack to rca port to have that 5.1 CH effect on PC or DVD  subwoofers not best but its good at this price There is a cons The rear speaker wire length is not much longer even for short room but over all it's decent speakers at this priceREAD MORE,4
5392,"Bought this product from vijay sales, this is just Awsome, people who love bass explode will love it, although the overall sound is best in its class. It is best suitable for home theater as wellThe best part is this system is very easy to use, no rigidity in connecting wiresBluetooth is quick to connect with your phone & quality is AwsomeRadio also works wellIt plays usb drive as well & there is micro USB card also which I haven't triedREAD MORE",5
5393,Super amazing sound.. Looking gorgeous design by Philips.. Its support Dolby atoms & super heartbeat bass... Even i didn't seen like this product from compare to another company product.. I think hopefully everyone should enjoy with this product.. If anyone what to BUY this product u can happily buy this & enjoy share to others like u r friends & etc... Thank you philips.. Keep going on.... That images are 100% real with packing & after packing.... No edit's... Thank you everyone....READ MORE,5
5394,it has good  Cristal clear soung with good thumping bass.but it also have some limitations..the build quality is good but the way woofer is installed with simple screw is not good..high bass slowly could loose the screw.it could be more better..And the second con is that if u go 70% plus volume with high bass then voice get distorted.but about 60% to  50% volume it sounds better with good bass..if u place the all satelite speaker and woofer in proper place as mentioned in user installation m...READ MORE,4
5395,"Bought it from a local store . Bass is very very deep. My floor is literally shaking even in half woofer volume !! After hearing for half an hour in 2/3 of woofer power level my chest started paining !! Bluetooth is lightning fast and Awesome sound clarity !! Lots of option provided in the remote .. you can individually adjust the power level of front, surround and center channel speaker and woofer .. You can enjoy FM and also play from USB, SD card. Really happy with the product :)READ MORE",5
5396,Good Enjoying a lot. Phillips is Quite Remarkable Brand. So much Happy to Purchase at Flipkart in a Affordable Price... Thanks Flipkart... You can term as Flipkart Assured Product...READ MORE,5
5397,"Awesome experience heart beat bass...Bluetooth connection good,  overall 10/10 home sutable for bass boosted  8inch sub woofer bass lover 100% like it ,im using last 10days very good experience like theater feel.READ MORE",5
5398,"good features at reasonable price ... bluetooth connectivity,base, surround ,individual volume control and usb connectivity everything too great ..very happy with this productREAD MORE",5
5399,awesome.... bass is so good than it size....value for money... no doubtss. everyone in my like it's sound... I recommend the company to design... the speakersREAD MORE,4
5400,niceREAD MORE,4
5401,GoodREAD MORE,5
5402,Very nice productsREAD MORE,5
5403,Very nice not expensive you can buyREAD MORE,4
5404,Nice productREAD MORE,4
5405,Nice 👍READ MORE,3
5406,Super home theterREAD MORE,5
5407,Not on but good soundREAD MORE,4
5408,nice productREAD MORE,4
5409,"wow ....wow wow..high bass , design and style was awsame .speaker connection wire was good .and many more when you buy this product and enjoy the sound system.READ MORE",5
5410,"Loud sound,awesome sound quality and awesome Bass.Good controls as you can control each speaker and sw individually.Sound output not that much good when connected through Aux to TV.May be for TV optical cable must be used or any other way.Even on high volume it doesn't get distorted, even the dialogues and voice of the singer are very clear instead of high bass,so very good experience of both.Very good home theatre tbh.READ MORE",4
5411,work as expected but main issue is with optical port. it doesn't support 5.1 digital audio with optical cable. i tried to contact customer support so many times to clear this but didnt got satisfactory reply.READ MORE,2
5412,F6000x is just great with the sound system in balance. It has incredible bass. the volumes for all the channels can be controlled by remote & the fenda app which can be downloaded from playstore. The app is also awesome you can control almost eveything from the app installed on your mobile. One feature the app lacks is the mute and power on/off option. I am using this for editing audio files as well as watching movies and in my opinion the sound produced by this system is just well balanced. ...READ MORE,4
5413,Awesome Powerful sound it makes my room like a Theater superb sound but use with Digital optical cable it will give you a wonderful sound experience very strong bass guys go for it full paisa wasool.READ MORE,5
5414,"bass beast, everyone can buy without thinking,true and thumping bass effect like Dolby,8inch wofer performing the best sound output,3 inch satelite speaker gives crystal clear soundbuild quality is good 👌 you can watch my unboxing video on YouTube for more search how to channel and video is thereREAD MORE",5
5415,super super super very good product I love it thank youREAD MORE,5
5416,Great system for the price. The USP is the woofer. Satellite speakers are average if you are connecting it to a Aux cable. But you will get better results using optical port but doesn't support 5.1 surround from PS3 or 4. This converts 2.1 to 5.1 using in built Prologic system which is decent but won't get actual individual surround sound to each speaker.READ MORE,4
5417,This is our 3rd F&D Home Theater in our group and I have been using this for 6 years now. It's still young and powerful as before. Incredible! It deserves more than 5 stars. F&D you r the best and thank you so much for making this amazing product❤️READ MORE,5
5418,"Pros:Optical Cable connectivity is good,Bass is amazing since it's an Active / powered subwoofer Treble is good enough Loudness is adequate Cons:No option / provision to control the trebleNo Dolby supportPrice keeps increasingREAD MORE",5
5419,"Beautiful product, great piece of engineering! Amazing clarity, deep &tremendous bass, beautiful treble, has support for  bluetooth, aux and usb. Just got my system today and ❤ loving it. 😊  thanks Panasonic and Flipkart. Also thanks to seller OmniTechRetail.READ MORE",5
5420,Flipkart is practically the best and genuine online platform for shopping they are worth my trust...this sound system is just too perfect and reasonable at the price...I rate u 5star in allREAD MORE,5
5421,Good product in this price range.bass and sound clarity is good.it's better than sony d-40 . Sony also good product but no bass and treble control in that product.panasonic is better choice.READ MORE,5
5422,"Well for the price tag it's VFM. At par with Sony D40. Not much of a difference with less price tag. Great product by panasonic. Loving it !! Note: if you have a small room you want to install the system in, go for this because of controls. Sony has got loud bass which will probably be more of an issue than experience for small rooms. Choose wisely !READ MORE",5
